codigo_provincia;codigo_canton;codigo_parroquia;codigo_parroquia_total;nombre_provincia;nombre_canton;nombre_parroquia
11;04;50;110450;LOJA;CELICA;CELICA
11;04;51;110451;LOJA;CELICA;CRUZPAMBA (CAB. EN CARLOS BUSTAMANTE)
11;04;55;110455;LOJA;CELICA;POZUL (SAN JUAN DE POZUL)
11;04;56;110456;LOJA;CELICA;SABANILLA
11;04;57;110457;LOJA;CELICA;TNTE. MAXIMILIANO RODRIGUEZ LOAIZA
11;05;50;110550;LOJA;CHAGUARPAMBA;CHAGUARPAMBA
11;05;51;110551;LOJA;CHAGUARPAMBA;BUENAVISTA
11;05;52;110552;LOJA;CHAGUARPAMBA;EL ROSARIO
11;05;53;110553;LOJA;CHAGUARPAMBA;SANTA RUFINA
11;05;54;110554;LOJA;CHAGUARPAMBA;AMARILLOS
11;06;50;110650;LOJA;ESPINDOLA;AMALUZA
11;06;51;110651;LOJA;ESPINDOLA;BELLAVISTA
11;06;52;110652;LOJA;ESPINDOLA;JIMBURA
11;06;53;110653;LOJA;ESPINDOLA;SANTA TERESITA
11;06;54;110654;LOJA;ESPINDOLA;27 DE ABRIL (CAB. EN LA NARANJA)
11;06;55;110655;LOJA;ESPINDOLA;EL INGENIO
11;06;56;110656;LOJA;ESPINDOLA;EL AIRO
11;07;50;110750;LOJA;GONZANAMA;GONZANAMA
11;07;51;110751;LOJA;GONZANAMA;CHANGAIMINA (LA LIBERTAD)
11;07;53;110753;LOJA;GONZANAMA;NAMBACOLA
11;07;54;110754;LOJA;GONZANAMA;PURUNUMA (EGUIGUREN)
11;07;56;110756;LOJA;GONZANAMA;SACAPALCA
11;08;50;110850;LOJA;MACARA;MACARA
11;08;51;110851;LOJA;MACARA;LARAMA
11;08;52;110852;LOJA;MACARA;LA VICTORIA
11;08;53;110853;LOJA;MACARA;SABIANGO (LA CAPILLA)
11;09;50;110950;LOJA;PALTAS;CATACOCHA
11;09;51;110951;LOJA;PALTAS;CANGONAMA
11;09;52;110952;LOJA;PALTAS;GUACHANAMA
11;09;54;110954;LOJA;PALTAS;LAURO GUERRERO
11;09;56;110956;LOJA;PALTAS;ORIANGA
11;09;57;110957;LOJA;PALTAS;SAN ANTONIO
11;09;58;110958;LOJA;PALTAS;CASANGA
11;09;59;110959;LOJA;PALTAS;YAMANA
11;10;50;111050;LOJA;PUYANGO;ALAMOR
11;10;51;111051;LOJA;PUYANGO;CIANO
11;10;52;111052;LOJA;PUYANGO;EL ARENAL
11;10;53;111053;LOJA;PUYANGO;EL LIMO (MARIANA DE JESUS)
11;10;54;111054;LOJA;PUYANGO;MERCADILLO
11;10;55;111055;LOJA;PUYANGO;VICENTINO
11;11;50;111150;LOJA;SARAGURO;SARAGURO
11;11;51;111151;LOJA;SARAGURO;EL PARAISO DE CELEN
11;11;52;111152;LOJA;SARAGURO;EL TABLON
11;11;53;111153;LOJA;SARAGURO;LLUZHAPA
11;11;54;111154;LOJA;SARAGURO;MANU
11;11;55;111155;LOJA;SARAGURO;SAN ANTONIO DE QUMBE (CUMBE)
11;11;56;111156;LOJA;SARAGURO;SAN PABLO DE TENTA
11;11;57;111157;LOJA;SARAGURO;SAN SEBASTIAN DE YULUC
11;11;58;111158;LOJA;SARAGURO;SELVA ALEGRE
11;11;59;111159;LOJA;SARAGURO;URDANETA (PAQUISHAPA)
11;11;60;111160;LOJA;SARAGURO;SUMAYPAMBA
11;12;50;111250;LOJA;SOZORANGA;SOZORANGA
11;12;51;111251;LOJA;SOZORANGA;NUEVA FATIMA
11;12;52;111252;LOJA;SOZORANGA;TACAMOROS
11;13;50;111350;LOJA;ZAPOTILLO;ZAPOTILLO
11;13;51;111351;LOJA;ZAPOTILLO;CAZADEROS (CAB.EN MANGAURCO)
11;13;52;111352;LOJA;ZAPOTILLO;GARZAREAL
11;13;53;111353;LOJA;ZAPOTILLO;LIMONES
11;13;54;111354;LOJA;ZAPOTILLO;PALETILLAS
11;13;55;111355;LOJA;ZAPOTILLO;BOLASPAMBA
11;14;50;111450;LOJA;PINDAL;PINDAL
11;14;51;111451;LOJA;PINDAL;CHAQUINAL
11;14;52;111452;LOJA;PINDAL;12 DE DICIEMBRE (CAB.EN ACHIOTES)
11;15;50;111550;LOJA;QUILANGA;QUILANGA
11;15;51;111551;LOJA;QUILANGA;FUNDOCHAMBA
11;15;52;111552;LOJA;QUILANGA;SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS)
11;16;50;111650;LOJA;OLMEDO;OLMEDO
11;16;51;111651;LOJA;OLMEDO;LA TINGUE
12;01;50;120150;LOS RIOS;BABAHOYO;BABAHOYO
12;01;52;120152;LOS RIOS;BABAHOYO;CARACOL
12;01;53;120153;LOS RIOS;BABAHOYO;FEBRES CORDERO (LAS JUNTAS) (CAB. EN MATA DE CACAO)
12;01;54;120154;LOS RIOS;BABAHOYO;PIMOCHA
12;01;55;120155;LOS RIOS;BABAHOYO;LA UNION
12;02;50;120250;LOS RIOS;BABA;BABA
12;02;51;120251;LOS RIOS;BABA;GUARE
12;02;52;120252;LOS RIOS;BABA;ISLA DE BEJUCAL
12;03;50;120350;LOS RIOS;MONTALVO;MONTALVO
12;04;50;120450;LOS RIOS;PUEBLOVIEJO;PUEBLOVIEJO
12;04;51;120451;LOS RIOS;PUEBLOVIEJO;PUERTO PECHICHE
12;04;52;120452;LOS RIOS;PUEBLOVIEJO;SAN JUAN
12;05;50;120550;LOS RIOS;QUEVEDO;QUEVEDO
12;05;53;120553;LOS RIOS;QUEVEDO;SAN CARLOS
12;05;55;120555;LOS RIOS;QUEVEDO;LA ESPERANZA
12;06;50;120650;LOS RIOS;URDANETA;CATARAMA
12;06;51;120651;LOS RIOS;URDANETA;RICAURTE
12;07;50;120750;LOS RIOS;VENTANAS;VENTANAS
12;07;52;120752;LOS RIOS;VENTANAS;ZAPOTAL
12;08;50;120850;LOS RIOS;VINCES;VINCES
12;08;51;120851;LOS RIOS;VINCES;ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES)
12;09;50;120950;LOS RIOS;PALENQUE;PALENQUE
12;10;50;121050;LOS RIOS;BUENA FE;SAN JACINTO DE BUENA FE
12;10;51;121051;LOS RIOS;BUENA FE;PATRICIA PILAR
12;11;50;121150;LOS RIOS;VALENCIA;VALENCIA
12;12;50;121250;LOS RIOS;MOCACHE;MOCACHE
12;13;50;121350;LOS RIOS;QUINSALOMA;QUINSALOMA
13;01;50;130150;MANABI;PORTOVIEJO;PORTOVIEJO
13;01;51;130151;MANABI;PORTOVIEJO;ABDON CALDERON (SAN FRANCISCO)
13;01;52;130152;MANABI;PORTOVIEJO;ALHAJUELA (BAJO GRANDE)
13;01;53;130153;MANABI;PORTOVIEJO;CRUCITA
13;01;54;130154;MANABI;PORTOVIEJO;PUEBLO NUEVO
13;01;55;130155;MANABI;PORTOVIEJO;RIOCHICO (RIO CHICO)
13;01;56;130156;MANABI;PORTOVIEJO;SAN PLACIDO
13;01;57;130157;MANABI;PORTOVIEJO;CHIRIJOS
13;02;50;130250;MANABI;BOLIVAR;CALCETA
13;02;51;130251;MANABI;BOLIVAR;MEMBRILLO
13;02;52;130252;MANABI;BOLIVAR;QUIROGA
13;03;50;130350;MANABI;CHONE;CHONE
13;03;51;130351;MANABI;CHONE;BOYACA
13;03;52;130352;MANABI;CHONE;CANUTO
13;03;53;130353;MANABI;CHONE;CONVENTO
13;03;54;130354;MANABI;CHONE;CHIBUNGA
13;03;55;130355;MANABI;CHONE;ELOY ALFARO
13;03;56;130356;MANABI;CHONE;RICAURTE
13;03;57;130357;MANABI;CHONE;SAN ANTONIO
13;04;50;130450;MANABI;EL CARMEN;EL CARMEN
13;04;51;130451;MANABI;EL CARMEN;WILFRIDO LOOR MOREIRA (MAICITO)
13;04;52;130452;MANABI;EL CARMEN;SAN PEDRO DE SUMA
13;05;50;130550;MANABI;FLAVIO ALFARO;FLAVIO ALFARO
13;05;51;130551;MANABI;FLAVIO ALFARO;SAN FRANCISCO DE NOVILLO (CAB. EN NOVILLO)
13;05;52;130552;MANABI;FLAVIO ALFARO;ZAPALLO
13;06;50;130650;MANABI;JIPIJAPA;JIPIJAPA
13;06;51;130651;MANABI;JIPIJAPA;AMERICA
13;06;52;130652;MANABI;JIPIJAPA;EL ANEGADO (CAB. EN ELOY ALFARO)
13;06;53;130653;MANABI;JIPIJAPA;JULCUY
13;06;54;130654;MANABI;JIPIJAPA;LA UNION
13;06;56;130656;MANABI;JIPIJAPA;MEMBRILLAL
13;06;57;130657;MANABI;JIPIJAPA;PEDRO PABLO GOMEZ
13;06;58;130658;MANABI;JIPIJAPA;PUERTO DE CAYO
13;07;50;130750;MANABI;JUNIN;JUNIN
13;08;50;130850;MANABI;MANTA;MANTA
13;08;51;130851;MANABI;MANTA;SAN LORENZO
13;08;52;130852;MANABI;MANTA;SANTA MARIANITA (BOCA DE PACOCHE)
13;09;50;130950;MANABI;MONTECRISTI;MONTECRISTI
13;09;52;130952;MANABI;MONTECRISTI;LA PILA
13;10;50;131050;MANABI;PAJAN;PAJAN
13;10;51;131051;MANABI;PAJAN;CAMPOZANO (LA PALMA DE PAJAN)
13;10;52;131052;MANABI;PAJAN;CASCOL
13;10;53;131053;MANABI;PAJAN;GUALE
13;10;54;131054;MANABI;PAJAN;LASCANO
13;11;50;131150;MANABI;PICHINCHA;PICHINCHA
13;11;51;131151;MANABI;PICHINCHA;BARRAGANETE
13;11;52;131152;MANABI;PICHINCHA;SAN SEBASTIAN
13;12;50;131250;MANABI;ROCAFUERTE;ROCAFUERTE
13;13;50;131350;MANABI;SANTA ANA;SANTA ANA DE VUELTA LARGA
13;13;51;131351;MANABI;SANTA ANA;AYACUCHO
13;13;52;131352;MANABI;SANTA ANA;HONORATO VASQUEZ (CAB. EN VASQUEZ)
13;13;53;131353;MANABI;SANTA ANA;LA UNION
13;13;55;131355;MANABI;SANTA ANA;SAN PABLO (CAB. EN PUEBLO NUEVO)
13;14;50;131450;MANABI;SUCRE;BAHIA DE CARAQUEZ
13;14;53;131453;MANABI;SUCRE;CHARAPOTO
13;14;57;131457;MANABI;SUCRE;SAN ISIDRO
13;15;50;131550;MANABI;TOSAGUA;TOSAGUA
13;15;51;131551;MANABI;TOSAGUA;BACHILLERO
13;15;52;131552;MANABI;TOSAGUA;ANGEL PEDRO GILER (LA ESTANCILLA)
13;16;50;131650;MANABI;24 DE MAYO;SUCRE
13;16;51;131651;MANABI;24 DE MAYO;BELLAVISTA
13;16;52;131652;MANABI;24 DE MAYO;NOBOA
13;16;53;131653;MANABI;24 DE MAYO;ARQ. SIXTO DURAN BALLEN
13;17;50;131750;MANABI;PEDERNALES;PEDERNALES
13;17;51;131751;MANABI;PEDERNALES;COJIMIES
13;17;52;131752;MANABI;PEDERNALES;10 DE AGOSTO
13;17;53;131753;MANABI;PEDERNALES;ATAHUALPA
13;18;50;131850;MANABI;OLMEDO;OLMEDO
13;19;50;131950;MANABI;PUERTO LOPEZ;PUERTO LOPEZ
13;19;51;131951;MANABI;PUERTO LOPEZ;MACHALILLA
13;19;52;131952;MANABI;PUERTO LOPEZ;SALANGO
13;20;50;132050;MANABI;JAMA;JAMA
13;21;50;132150;MANABI;JARAMIJO;JARAMIJO
13;22;50;132250;MANABI;SAN VICENTE;SAN VICENTE
13;22;51;132251;MANABI;SAN VICENTE;CANOA
14;01;50;140150;MORONA SANTIAGO;MORONA;MACAS
14;01;51;140151;MORONA SANTIAGO;MORONA;ALSHI (CAB. EN 9 DE OCTUBRE)
14;01;53;140153;MORONA SANTIAGO;MORONA;GENERAL PROA¥O
14;01;56;140156;MORONA SANTIAGO;MORONA;SAN ISIDRO
14;01;57;140157;MORONA SANTIAGO;MORONA;SEVILLA DON BOSCO
14;01;58;140158;MORONA SANTIAGO;MORONA;SINAI
14;01;60;140160;MORONA SANTIAGO;MORONA;ZU¥A (ZU¥AC)
14;01;62;140162;MORONA SANTIAGO;MORONA;CUCHAENTZA
14;01;64;140164;MORONA SANTIAGO;MORONA;RIO BLANCO
14;02;50;140250;MORONA SANTIAGO;GUALAQUIZA;GUALAQUIZA
14;02;51;140251;MORONA SANTIAGO;GUALAQUIZA;AMAZONAS (ROSARIO DE CUYES)
14;02;52;140252;MORONA SANTIAGO;GUALAQUIZA;BERMEJOS
14;02;53;140253;MORONA SANTIAGO;GUALAQUIZA;BOMBOIZA
14;02;54;140254;MORONA SANTIAGO;GUALAQUIZA;CHIGšINDA
14;02;55;140255;MORONA SANTIAGO;GUALAQUIZA;EL ROSARIO
14;02;56;140256;MORONA SANTIAGO;GUALAQUIZA;NUEVA TARQUI
14;02;57;140257;MORONA SANTIAGO;GUALAQUIZA;SAN MIGUEL DE CUYES
14;02;58;140258;MORONA SANTIAGO;GUALAQUIZA;EL IDEAL
14;03;50;140350;MORONA SANTIAGO;LIMON INDANZA;GENERAL LEONIDAS PLAZA GUTIERREZ (LIMON)
14;03;51;140351;MORONA SANTIAGO;LIMON INDANZA;INDANZA
14;03;53;140353;MORONA SANTIAGO;LIMON INDANZA;SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO
14;03;56;140356;MORONA SANTIAGO;LIMON INDANZA;SAN MIGUEL DE CONCHAY
14;03;57;140357;MORONA SANTIAGO;LIMON INDANZA;SANTA SUSANA DE CHIVIAZA (CAB. EN CHIVIAZA)
14;03;58;140358;MORONA SANTIAGO;LIMON INDANZA;YUNGANZA (CAB. EN EL ROSARIO)
14;04;50;140450;MORONA SANTIAGO;PALORA;PALORA (METZERA)
14;04;51;140451;MORONA SANTIAGO;PALORA;ARAPICOS
14;04;52;140452;MORONA SANTIAGO;PALORA;CUMANDA (CAB. EN COLONIA AGRICOLA SEVILLA DEL ORO)
14;04;54;140454;MORONA SANTIAGO;PALORA;SANGAY (CAB. EN NAYAMANACA)
14;04;55;140455;MORONA SANTIAGO;PALORA;16 DE AGOSTO
14;05;50;140550;MORONA SANTIAGO;SANTIAGO;SANTIAGO DE MENDEZ
14;05;51;140551;MORONA SANTIAGO;SANTIAGO;COPAL
14;05;52;140552;MORONA SANTIAGO;SANTIAGO;CHUPIANZA
14;05;53;140553;MORONA SANTIAGO;SANTIAGO;PATUCA
14;05;54;140554;MORONA SANTIAGO;SANTIAGO;SAN LUIS DE EL ACHO (CAB. EN EL ACHO)
14;05;56;140556;MORONA SANTIAGO;SANTIAGO;TAYUZA
14;05;57;140557;MORONA SANTIAGO;SANTIAGO;SAN FRANCISCO DE CHINIMBIMI
14;06;50;140650;MORONA SANTIAGO;SUCUA;SUCUA
14;06;51;140651;MORONA SANTIAGO;SUCUA;ASUNCION
14;06;52;140652;MORONA SANTIAGO;SUCUA;HUAMBI
14;06;55;140655;MORONA SANTIAGO;SUCUA;SANTA MARIANITA DE JESUS
14;07;50;140750;MORONA SANTIAGO;HUAMBOYA;HUAMBOYA
14;07;51;140751;MORONA SANTIAGO;HUAMBOYA;CHIGUAZA
14;08;50;140850;MORONA SANTIAGO;SAN JUAN BOSCO;SAN JUAN BOSCO
14;08;51;140851;MORONA SANTIAGO;SAN JUAN BOSCO;PAN DE AZUCAR
14;08;52;140852;MORONA SANTIAGO;SAN JUAN BOSCO;SAN CARLOS DE LIMON
14;08;53;140853;MORONA SANTIAGO;SAN JUAN BOSCO;SAN JACINTO DE WAKAMBEIS
14;08;54;140854;MORONA SANTIAGO;SAN JUAN BOSCO;SANTIAGO DE PANANZA
14;09;50;140950;MORONA SANTIAGO;TAISHA;TAISHA
14;09;51;140951;MORONA SANTIAGO;TAISHA;HUASAGA (CAB. EN WAMPUIK)
14;09;52;140952;MORONA SANTIAGO;TAISHA;MACUMA
14;09;53;140953;MORONA SANTIAGO;TAISHA;TUUTINENTZA
14;09;54;140954;MORONA SANTIAGO;TAISHA;PUMPUENTSA
14;10;50;141050;MORONA SANTIAGO;LOGRO¥O;LOGRO¥O
14;10;51;141051;MORONA SANTIAGO;LOGRO¥O;YAUPI
14;10;52;141052;MORONA SANTIAGO;LOGRO¥O;SHIMPIS
14;11;50;141150;MORONA SANTIAGO;PABLO SEXTO;PABLO SEXTO
14;12;50;141250;MORONA SANTIAGO;CANTON TIWINTZA;SANTIAGO
14;12;51;141251;MORONA SANTIAGO;CANTON TIWINTZA;SAN JOSE DE MORONA
15;01;50;150150;NAPO;TENA;TENA
15;01;51;150151;NAPO;TENA;AHUANO
15;01;53;150153;NAPO;TENA;CHONTAPUNTA
15;01;54;150154;NAPO;TENA;PANO
15;01;55;150155;NAPO;TENA;PUERTO MISAHUALLI
15;01;56;150156;NAPO;TENA;PUERTO NAPO
15;01;57;150157;NAPO;TENA;TALAG
15;03;50;150350;NAPO;ARCHIDONA;ARCHIDONA
15;03;52;150352;NAPO;ARCHIDONA;COTUNDO
15;03;54;150354;NAPO;ARCHIDONA;SAN PABLO DE USHPAYACU
15;04;50;150450;NAPO;EL CHACO;EL CHACO
15;04;51;150451;NAPO;EL CHACO;GONZALO DIAZ DE PINEDA (EL BOMBON)
15;04;52;150452;NAPO;EL CHACO;LINARES
15;04;53;150453;NAPO;EL CHACO;OYACACHI
15;04;54;150454;NAPO;EL CHACO;SANTA ROSA
15;04;55;150455;NAPO;EL CHACO;SARDINAS
15;07;50;150750;NAPO;QUIJOS;BAEZA
15;07;51;150751;NAPO;QUIJOS;COSANGA
15;07;52;150752;NAPO;QUIJOS;CUYUJA
15;07;53;150753;NAPO;QUIJOS;PAPALLACTA
15;07;54;150754;NAPO;QUIJOS;SAN FRANCISCO DE BORJA (VIRGILIO DAVILA)
15;07;56;150756;NAPO;QUIJOS;SUMACO
15;09;50;150950;NAPO;CARLOS JULIO AROSEMENA TOLA;CARLOS JULIO AROSEMENA TOLA
16;01;50;160150;PASTAZA;PASTAZA;PUYO
16;01;52;160152;PASTAZA;PASTAZA;CANELOS
16;01;54;160154;PASTAZA;PASTAZA;DIEZ DE AGOSTO
16;01;55;160155;PASTAZA;PASTAZA;FATIMA
16;01;56;160156;PASTAZA;PASTAZA;MONTALVO (ANDOAS)
16;01;57;160157;PASTAZA;PASTAZA;POMONA
16;01;58;160158;PASTAZA;PASTAZA;RIO CORRIENTES
16;01;59;160159;PASTAZA;PASTAZA;RIO TIGRE
16;01;61;160161;PASTAZA;PASTAZA;SARAYACU
16;01;62;160162;PASTAZA;PASTAZA;SIMON BOLIVAR (CAB. EN MUSHULLACTA)
16;01;63;160163;PASTAZA;PASTAZA;TARQUI
16;01;64;160164;PASTAZA;PASTAZA;TENIENTE HUGO ORTIZ
16;01;65;160165;PASTAZA;PASTAZA;VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA)
16;01;66;160166;PASTAZA;PASTAZA;EL TRIUNFO
16;02;50;160250;PASTAZA;MERA;MERA
16;02;51;160251;PASTAZA;MERA;MADRE TIERRA
16;02;52;160252;PASTAZA;MERA;SHELL
16;03;50;160350;PASTAZA;SANTA CLARA;SANTA CLARA
16;03;51;160351;PASTAZA;SANTA CLARA;SAN JOSE
16;04;50;160450;PASTAZA;ARAJUNO;ARAJUNO
16;04;51;160451;PASTAZA;ARAJUNO;CURARAY
17;01;50;170150;PICHINCHA;QUITO;QUITO DISTRITO METROPOLITANO, CABECERA CANTONAL, CAPITAL PROVINCIAL Y DE LA REPUBLICA DEL ECUADOR
17;01;51;170151;PICHINCHA;QUITO;ALANGASI
17;01;52;170152;PICHINCHA;QUITO;AMAGUA¥A
17;01;53;170153;PICHINCHA;QUITO;ATAHUALPA (HABASPAMBA)
17;01;54;170154;PICHINCHA;QUITO;CALACALI
17;01;55;170155;PICHINCHA;QUITO;CALDERON (CARAPUNGO)
17;01;56;170156;PICHINCHA;QUITO;CONOCOTO
17;01;57;170157;PICHINCHA;QUITO;CUMBAYA
17;01;58;170158;PICHINCHA;QUITO;CHAVEZPAMBA
17;01;59;170159;PICHINCHA;QUITO;CHECA (CHILPA)
17;01;60;170160;PICHINCHA;QUITO;EL QUINCHE
17;01;61;170161;PICHINCHA;QUITO;GUALEA
17;01;62;170162;PICHINCHA;QUITO;GUANGOPOLO
17;01;63;170163;PICHINCHA;QUITO;GUAYLLABAMBA
17;01;64;170164;PICHINCHA;QUITO;LA MERCED
17;01;65;170165;PICHINCHA;QUITO;LLANO CHICO
17;01;66;170166;PICHINCHA;QUITO;LLOA
17;01;68;170168;PICHINCHA;QUITO;NANEGAL
17;01;69;170169;PICHINCHA;QUITO;NANEGALITO
17;01;70;170170;PICHINCHA;QUITO;NAYON
17;01;71;170171;PICHINCHA;QUITO;NONO
17;01;72;170172;PICHINCHA;QUITO;PACTO
17;01;74;170174;PICHINCHA;QUITO;PERUCHO
17;01;75;170175;PICHINCHA;QUITO;PIFO
17;01;76;170176;PICHINCHA;QUITO;PINTAG
17;01;77;170177;PICHINCHA;QUITO;POMASQUI
17;01;78;170178;PICHINCHA;QUITO;PUELLARO
17;01;79;170179;PICHINCHA;QUITO;PUEMBO
17;01;80;170180;PICHINCHA;QUITO;SAN ANTONIO
17;01;81;170181;PICHINCHA;QUITO;SAN JOSE DE MINAS
17;01;83;170183;PICHINCHA;QUITO;TABABELA
17;01;84;170184;PICHINCHA;QUITO;TUMBACO
17;01;85;170185;PICHINCHA;QUITO;YARUQUI
17;01;86;170186;PICHINCHA;QUITO;ZAMBIZA
17;02;50;170250;PICHINCHA;CAYAMBE;CAYAMBE
17;02;51;170251;PICHINCHA;CAYAMBE;ASCAZUBI
17;02;52;170252;PICHINCHA;CAYAMBE;CANGAHUA
17;02;53;170253;PICHINCHA;CAYAMBE;OLMEDO (PESILLO)
17;02;54;170254;PICHINCHA;CAYAMBE;OTON
17;02;55;170255;PICHINCHA;CAYAMBE;SANTA ROSA DE CUZUBAMBA
17;03;50;170350;PICHINCHA;MEJIA;MACHACHI
17;03;51;170351;PICHINCHA;MEJIA;ALOAG
17;03;52;170352;PICHINCHA;MEJIA;ALOASI
17;03;53;170353;PICHINCHA;MEJIA;CUTUGLAHUA
17;03;54;170354;PICHINCHA;MEJIA;EL CHAUPI
17;03;55;170355;PICHINCHA;MEJIA;MANUEL CORNEJO ASTORGA (TANDAPI)
17;03;56;170356;PICHINCHA;MEJIA;TAMBILLO
17;03;57;170357;PICHINCHA;MEJIA;UYUMBICHO
17;04;50;170450;PICHINCHA;PEDRO MONCAYO;TABACUNDO
17;04;51;170451;PICHINCHA;PEDRO MONCAYO;LA ESPERANZA
17;04;52;170452;PICHINCHA;PEDRO MONCAYO;MALCHINGUI
17;04;53;170453;PICHINCHA;PEDRO MONCAYO;TOCACHI
17;04;54;170454;PICHINCHA;PEDRO MONCAYO;TUPIGACHI
17;05;50;170550;PICHINCHA;RUMI¥AHUI;SANGOLQUI
17;05;51;170551;PICHINCHA;RUMI¥AHUI;COTOGCHOA
17;05;52;170552;PICHINCHA;RUMI¥AHUI;RUMIPAMBA
17;07;50;170750;PICHINCHA;SAN MIGUEL DE LOS BANCOS;SAN MIGUEL DE LOS BANCOS
17;07;51;170751;PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO
17;08;50;170850;PICHINCHA;PEDRO VICENTE MALDONADO;PEDRO VICENTE MALDONADO
17;09;50;170950;PICHINCHA;PUERTO QUITO;PUERTO QUITO
18;01;50;180150;TUNGURAHUA;AMBATO;AMBATO
18;01;51;180151;TUNGURAHUA;AMBATO;AMBATILLO
18;01;52;180152;TUNGURAHUA;AMBATO;ATAHUALPA (CHISALATA)
18;01;53;180153;TUNGURAHUA;AMBATO;AUGUSTO N. MARTINEZ (MUNDUGLEO)
18;01;54;180154;TUNGURAHUA;AMBATO;CONSTANTINO FERNANDEZ (CAB. EN CULLITAHUA)
18;01;55;180155;TUNGURAHUA;AMBATO;HUACHI GRANDE
18;01;56;180156;TUNGURAHUA;AMBATO;IZAMBA
18;01;57;180157;TUNGURAHUA;AMBATO;JUAN BENIGNO VELA
18;01;58;180158;TUNGURAHUA;AMBATO;MONTALVO
18;01;59;180159;TUNGURAHUA;AMBATO;PASA
18;01;60;180160;TUNGURAHUA;AMBATO;PICAIGUA
18;01;61;180161;TUNGURAHUA;AMBATO;PILAGšIN (PILAHšIN)
18;01;62;180162;TUNGURAHUA;AMBATO;QUISAPINCHA (QUIZAPINCHA)
18;01;63;180163;TUNGURAHUA;AMBATO;SAN BARTOLOME DE PINLLOG
18;01;64;180164;TUNGURAHUA;AMBATO;SAN FERNANDO (PASA SAN FERNANDO)
18;01;65;180165;TUNGURAHUA;AMBATO;SANTA ROSA
18;01;66;180166;TUNGURAHUA;AMBATO;TOTORAS
18;01;67;180167;TUNGURAHUA;AMBATO;CUNCHIBAMBA
18;01;68;180168;TUNGURAHUA;AMBATO;UNAMUNCHO
18;02;50;180250;TUNGURAHUA;BA¥OS DE AGUA SANTA;BA¥OS DE AGUA SANTA
18;02;51;180251;TUNGURAHUA;BA¥OS DE AGUA SANTA;LLIGUA
18;02;52;180252;TUNGURAHUA;BA¥OS DE AGUA SANTA;RIO NEGRO
18;02;53;180253;TUNGURAHUA;BA¥OS DE AGUA SANTA;RIO VERDE
18;02;54;180254;TUNGURAHUA;BA¥OS DE AGUA SANTA;ULBA
18;03;50;180350;TUNGURAHUA;CEVALLOS;CEVALLOS
18;04;50;180450;TUNGURAHUA;MOCHA;MOCHA
18;04;51;180451;TUNGURAHUA;MOCHA;PINGUILI
18;05;50;180550;TUNGURAHUA;PATATE;PATATE
18;05;51;180551;TUNGURAHUA;PATATE;EL TRIUNFO
18;05;52;180552;TUNGURAHUA;PATATE;LOS ANDES (CAB. EN POATUG)
18;05;53;180553;TUNGURAHUA;PATATE;SUCRE (CAB. EN SUCRE-PATATE URCU)
18;06;50;180650;TUNGURAHUA;QUERO;QUERO
18;06;51;180651;TUNGURAHUA;QUERO;RUMIPAMBA
18;06;52;180652;TUNGURAHUA;QUERO;YANAYACU - MOCHAPATA (CAB. EN YANAYACU)
18;07;50;180750;TUNGURAHUA;SAN PEDRO DE PELILEO;PELILEO
18;07;51;180751;TUNGURAHUA;SAN PEDRO DE PELILEO;BENITEZ (PACHANLICA)
18;07;52;180752;TUNGURAHUA;SAN PEDRO DE PELILEO;BOLIVAR
18;07;53;180753;TUNGURAHUA;SAN PEDRO DE PELILEO;COTALO
18;07;54;180754;TUNGURAHUA;SAN PEDRO DE PELILEO;CHIQUICHA (CAB. EN CHIQUICHA GRANDE)
18;07;55;180755;TUNGURAHUA;SAN PEDRO DE PELILEO;EL ROSARIO (RUMICHACA)
18;07;56;180756;TUNGURAHUA;SAN PEDRO DE PELILEO;GARCIA MORENO (CHUMAQUI)
18;07;57;180757;TUNGURAHUA;SAN PEDRO DE PELILEO;GUAMBALO (HUAMBALO)
18;07;58;180758;TUNGURAHUA;SAN PEDRO DE PELILEO;SALASACA
18;08;50;180850;TUNGURAHUA;SANTIAGO DE PILLARO;PILLARO
18;08;51;180851;TUNGURAHUA;SANTIAGO DE PILLARO;BAQUERIZO MORENO
18;08;52;180852;TUNGURAHUA;SANTIAGO DE PILLARO;EMILIO MARIA TERAN (RUMIPAMBA)
18;08;53;180853;TUNGURAHUA;SANTIAGO DE PILLARO;MARCOS ESPINEL (CHACATA)
18;08;54;180854;TUNGURAHUA;SANTIAGO DE PILLARO;PRESIDENTE URBINA (CHAGRAPAMBA -PATZUCUL)
18;08;55;180855;TUNGURAHUA;SANTIAGO DE PILLARO;SAN ANDRES
18;08;56;180856;TUNGURAHUA;SANTIAGO DE PILLARO;SAN JOSE DE POALO
18;08;57;180857;TUNGURAHUA;SANTIAGO DE PILLARO;SAN MIGUELITO
18;09;50;180950;TUNGURAHUA;TISALEO;TISALEO
18;09;51;180951;TUNGURAHUA;TISALEO;QUINCHICOTO
19;01;50;190150;ZAMORA CHINCHIPE;ZAMORA;ZAMORA
19;01;51;190151;ZAMORA CHINCHIPE;ZAMORA;CUMBARATZA
